transaction_id,customer_id,product_id,campaign_id,transaction_date,quantity,price,total_amount
3775,2027,90,10,2024-07-05,1,304.53,304.53
3776,5366,87,6,2025-01-19,1,262.24,262.24
3777,2551,64,5,2025-01-02,4,193.68,774.72
3778,7090,18,6,2025-01-02,3,429.49,1288.47
3779,16624,29,6,2025-05-01,1,331.64,331.64
3780,16874,114,4,2025-04-21,2,472.65,945.3
3781,12044,60,10,2024-06-13,2,202.9,405.8
3782,1037,54,8,2025-04-07,3,417.26,1251.78
3783,19654,72,5,2025-01-27,2,117.4,234.8
3784,6123,149,6,2024-08-24,2,156.12,312.24
3785,14579,149,2,2024-08-16,4,156.12,624.48
3786,15690,58,1,2025-04-21,1,458.47,458.47
3787,16151,177,8,2025-04-21,1,344.08,344.08
3788,11693,36,6,2024-08-05,1,173.0,173.0
3789,12055,145,9,2024-05-20,1,218.09,218.09
3790,1768,80,5,2024-08-17,1,407.53,407.53
3791,4709,181,8,2024-07-10,2,284.38,568.76
3792,8354,15,7,2025-01-11,4,344.56,1378.24
3793,19391,40,10,2024-06-17,1,376.31,376.31
3794,1257,81,1,2025-04-30,2,116.06,232.12
3795,10144,51,7,2024-08-19,3,430.13,1290.3899999999999
3796,5352,193,4,2024-09-02,2,439.41,878.82
3797,14264,141,6,2024-12-26,4,75.44,301.76
3798,750,166,9,2025-04-01,1,310.3,310.3
3799,17093,97,9,2024-11-13,1,426.72,426.72
3800,6417,154,9,2024-05-18,1,253.65,253.65
3801,6951,143,5,2024-12-04,4,375.89,1503.56
3802,12329,117,4,2024-11-05,3,126.19,378.57
3803,1714,133,6,2024-12-05,3,82.5,247.5
3804,12778,2,10,2024-07-16,2,240.91,481.82
3805,8309,115,5,2025-04-22,2,93.16,186.32
3806,10674,78,10,2024-10-24,1,180.04,180.04
3807,15379,93,5,2024-09-09,1,220.23,220.23
3808,15330,193,8,2025-01-03,1,439.41,439.41
3809,13883,77,10,2025-01-06,2,59.77,119.54
3810,16580,60,5,2024-12-13,1,202.9,202.9
3811,4715,96,1,2024-10-04,2,477.09,954.18
3812,10665,98,5,2024-06-30,2,81.16,162.32
3813,15754,56,5,2024-09-13,4,278.39,1113.56
3814,12322,118,5,2025-03-24,1,125.16,125.16
3815,14631,119,3,2024-07-22,1,216.78,216.78
3816,17659,38,9,2025-01-24,2,252.53,505.06
3817,3710,185,5,2024-11-10,2,203.13,406.26
3818,339,102,2,2024-12-18,2,273.54,547.08
3819,6762,51,5,2024-05-29,4,430.13,1720.52
3820,19896,169,9,2024-08-17,4,243.07,972.28
3821,4276,127,8,2024-08-18,2,470.22,940.44
3822,11492,103,6,2024-08-06,4,392.55,1570.2
3823,18041,198,9,2024-12-12,4,90.38,361.52
3824,6763,180,7,2024-09-19,3,10.69,32.07
3825,8835,129,2,2024-07-07,1,107.22,107.22
3826,14359,85,1,2024-09-17,2,381.9,763.8
3827,9873,103,3,2025-01-06,3,392.55,1177.65
3828,17554,18,4,2025-02-06,3,429.49,1288.47
3829,8174,27,9,2024-12-05,4,357.39,1429.56
3830,16686,92,5,2024-09-17,2,208.28,416.56
3831,11334,72,2,2024-09-04,4,117.4,469.6
3832,17951,95,10,2024-06-18,3,233.38,700.14
3833,11357,76,5,2024-09-09,3,431.09,1293.27
3834,7817,170,2,2024-09-10,3,326.1,978.3000000000001
3835,12150,6,9,2024-07-28,1,220.2,220.2
3836,18595,90,6,2024-10-18,2,304.53,609.06
3837,11345,80,5,2025-04-04,1,407.53,407.53
3838,16188,83,2,2024-08-26,3,205.82,617.46
3839,11852,82,7,2024-07-03,3,403.44,1210.32
3840,7231,152,7,2024-11-27,3,232.43,697.29
3841,8804,45,2,2025-03-11,1,464.64,464.64
3842,15796,71,10,2025-05-12,4,445.68,1782.72
3843,1944,7,6,2024-09-12,2,433.75,867.5
3844,14016,144,10,2024-10-21,4,63.83,255.32
3845,8349,126,10,2024-09-29,4,35.57,142.28
3846,11751,58,3,2025-03-18,3,458.47,1375.41
3847,5386,57,8,2024-07-09,1,50.78,50.78
3848,16640,170,5,2025-02-24,4,326.1,1304.4
3849,19495,111,8,2024-11-24,1,385.69,385.69
3850,9244,142,7,2024-10-30,1,249.74,249.74
3851,16274,56,8,2024-08-28,1,278.39,278.39
3852,5033,12,1,2024-08-31,2,392.66,785.32
3853,6262,93,6,2025-01-15,4,220.23,880.92
3854,18802,15,3,2025-04-27,3,344.56,1033.68
3855,18641,8,5,2024-10-22,3,350.39,1051.17
3856,2635,186,2,2024-12-19,2,108.88,217.76
3857,1892,53,4,2024-11-05,4,432.07,1728.28
3858,19849,137,6,2025-01-06,3,217.28,651.84
3859,10684,174,1,2025-04-19,1,362.41,362.41
3860,9968,92,2,2025-05-04,3,208.28,624.84
3861,12129,7,2,2025-04-09,4,433.75,1735.0
3862,7427,44,9,2024-07-25,1,238.83,238.83
3863,1971,14,5,2024-12-14,2,270.29,540.58
3864,6772,75,5,2024-05-30,3,280.94,842.8199999999999
3865,10685,115,6,2024-11-17,3,93.16,279.48
3866,12858,92,10,2024-08-02,2,208.28,416.56
3867,17033,134,3,2025-03-19,4,195.3,781.2
3868,9833,163,9,2024-09-25,1,425.48,425.48
3869,14641,198,3,2025-02-25,3,90.38,271.14
3870,12627,189,4,2024-10-26,4,132.34,529.36
3871,18486,152,9,2024-11-08,1,232.43,232.43
3872,13424,73,10,2025-02-11,3,342.48,1027.44
3873,16803,130,8,2024-08-10,4,241.51,966.04
3874,16334,179,6,2024-12-14,4,128.42,513.68
3875,2353,31,8,2024-10-16,2,37.43,74.86
3876,1752,126,1,2025-03-02,3,35.57,106.71000000000001
3877,19042,119,4,2025-02-04,1,216.78,216.78
3878,12168,27,10,2024-07-22,3,357.39,1072.17
3879,5525,110,4,2025-05-12,2,110.09,220.18
3880,18736,159,2,2025-04-11,1,68.99,68.99
3881,15184,106,2,2024-08-19,4,484.64,1938.56
3882,17674,198,10,2024-12-18,2,90.38,180.76
3883,11316,171,9,2024-08-04,1,283.16,283.16
3884,2703,120,6,2024-09-10,1,460.99,460.99
3885,8836,82,7,2024-07-25,3,403.44,1210.32
3886,19290,52,4,2025-01-24,4,283.56,1134.24
3887,14543,14,3,2024-11-30,2,270.29,540.58
3888,12260,187,3,2025-05-14,4,44.56,178.24
3889,2923,20,5,2025-04-30,2,140.11,280.22
3890,6655,118,6,2024-12-13,3,125.16,375.48
3891,2022,52,2,2024-05-25,1,283.56,283.56
3892,13956,101,7,2024-06-14,3,268.11,804.33
3893,15717,40,7,2024-06-14,2,376.31,752.62
3894,11311,68,1,2024-11-03,4,239.82,959.28
3895,16521,44,7,2024-06-06,1,238.83,238.83
3896,4226,134,4,2024-12-21,2,195.3,390.6
3897,9210,87,4,2024-12-10,1,262.24,262.24
3898,11893,120,3,2024-10-13,1,460.99,460.99
3899,15724,57,9,2025-04-26,3,50.78,152.34
3900,12720,186,3,2024-12-13,2,108.88,217.76
3901,3141,72,4,2024-12-29,4,117.4,469.6
3902,11722,158,3,2024-10-20,3,98.93,296.79
3903,2588,52,8,2024-08-27,3,283.56,850.6800000000001
3904,10575,11,8,2024-11-13,3,55.93,167.79
3905,6670,175,10,2025-02-03,2,324.97,649.94
3906,18990,5,8,2024-10-24,2,346.11,692.22
3907,5005,131,5,2025-03-20,1,250.89,250.89
3908,14302,143,7,2024-09-02,1,375.89,375.89
3909,8401,130,3,2025-02-02,1,241.51,241.51
3910,7505,2,8,2024-07-23,1,240.91,240.91
3911,3811,200,10,2025-01-13,3,54.09,162.27
3912,6081,182,2,2024-10-06,4,299.42,1197.68
3913,7409,174,8,2025-03-21,1,362.41,362.41
3914,4154,94,6,2025-03-27,2,121.12,242.24
3915,11056,127,2,2024-07-30,1,470.22,470.22
3916,19761,126,6,2025-05-13,2,35.57,71.14
3917,17753,41,10,2024-08-19,4,367.97,1471.88
3918,3801,197,2,2025-03-08,3,432.17,1296.51
3919,1038,30,3,2025-05-03,4,90.47,361.88
3920,993,44,5,2025-02-09,4,238.83,955.32
3921,4511,10,1,2024-07-26,3,312.19,936.5699999999999
3922,394,30,9,2024-06-19,2,90.47,180.94
3923,8006,75,10,2024-09-29,4,280.94,1123.76
3924,16742,49,3,2024-10-24,3,129.25,387.75
3925,17566,163,1,2024-11-20,2,425.48,850.96
3926,6818,193,6,2024-10-04,2,439.41,878.82
3927,2066,145,1,2024-08-27,2,218.09,436.18
3928,12095,159,3,2024-09-05,3,68.99,206.96999999999997
3929,13880,70,7,2024-08-12,1,35.81,35.81
3930,11611,180,4,2025-03-31,3,10.69,32.07
3931,19514,26,9,2024-07-02,4,191.69,766.76
3932,155,100,7,2024-06-07,3,467.43,1402.29
3933,9747,133,5,2024-06-28,3,82.5,247.5
3934,8679,111,9,2025-04-10,4,385.69,1542.76
3935,6295,14,3,2024-09-14,3,270.29,810.8700000000001
3936,9575,51,8,2024-08-30,3,430.13,1290.3899999999999
3937,2416,15,8,2024-10-31,4,344.56,1378.24
3938,15980,128,4,2024-08-04,1,101.48,101.48
3939,1071,140,1,2024-06-23,1,169.77,169.77
3940,18639,46,4,2024-06-02,2,136.1,272.2
3941,14786,192,9,2025-01-23,1,240.91,240.91
3942,16307,72,10,2024-07-29,3,117.4,352.20000000000005
3943,10068,187,1,2024-09-29,4,44.56,178.24
3944,7808,95,3,2024-09-09,2,233.38,466.76
3945,18575,154,8,2025-01-21,3,253.65,760.95
3946,7399,29,3,2025-05-02,2,331.64,663.28
3947,12203,132,2,2025-01-05,4,19.03,76.12
3948,2973,178,1,2024-06-16,3,230.25,690.75
3949,17899,25,9,2024-12-12,2,56.28,112.56
3950,11313,168,10,2025-03-30,2,261.24,522.48
3951,13628,32,3,2025-02-21,1,69.3,69.3
3952,1346,100,7,2024-09-08,2,467.43,934.86
3953,18302,37,10,2024-08-26,1,300.4,300.4
3954,7642,126,3,2024-09-08,1,35.57,35.57
3955,15100,138,8,2024-11-24,4,283.1,1132.4
3956,13386,166,9,2024-06-03,1,310.3,310.3
3957,8645,189,8,2025-05-14,2,132.34,264.68
3958,1612,100,5,2025-05-18,1,467.43,467.43
3959,18463,27,10,2024-06-18,1,357.39,357.39
3960,10774,135,2,2024-11-21,2,345.03,690.06
3961,18449,99,6,2024-09-04,4,24.59,98.36
3962,5780,137,8,2024-10-08,4,217.28,869.12
3963,9451,187,2,2024-10-20,2,44.56,89.12
3964,7151,36,6,2024-07-27,3,173.0,519.0
3965,16738,118,7,2024-11-04,3,125.16,375.48
3966,12593,158,9,2025-04-26,2,98.93,197.86
3967,13862,19,9,2024-10-10,1,92.04,92.04
3968,9756,169,2,2025-03-26,2,243.07,486.14
3969,712,55,1,2024-11-24,2,148.2,296.4
3970,13707,84,7,2025-05-16,3,102.57,307.71
3971,10925,6,6,2024-12-28,3,220.2,660.5999999999999
3972,13074,123,10,2024-10-07,2,211.34,422.68
3973,15922,107,10,2025-02-06,1,339.35,339.35
3974,17814,88,10,2025-05-06,4,41.3,165.2
3975,6445,150,4,2025-01-01,2,424.1,848.2
3976,10685,198,9,2024-08-10,2,90.38,180.76
3977,3421,152,1,2025-04-06,4,232.43,929.72
3978,2069,62,7,2025-04-28,3,235.73,707.1899999999999
3979,7160,170,5,2024-06-04,1,326.1,326.1
3980,4807,150,5,2025-03-24,3,424.1,1272.3000000000002
3981,6845,144,6,2025-04-26,4,63.83,255.32
3982,11684,141,2,2024-10-23,4,75.44,301.76
3983,19616,120,3,2025-01-10,4,460.99,1843.96
3984,2907,37,9,2024-09-07,4,300.4,1201.6
3985,19936,180,4,2025-01-27,1,10.69,10.69
3986,19808,152,6,2024-12-01,2,232.43,464.86
3987,11118,125,3,2025-04-17,2,129.29,258.58
3988,3666,17,3,2024-07-21,4,224.42,897.68
3989,11623,16,9,2025-03-29,1,126.28,126.28
3990,9349,129,9,2025-03-19,4,107.22,428.88
3991,15499,85,3,2024-12-19,1,381.9,381.9
3992,7883,125,3,2024-10-07,2,129.29,258.58
3993,5290,1,6,2024-08-26,1,173.58,173.58
3994,13911,30,1,2024-09-11,2,90.47,180.94
3995,7799,24,5,2024-10-29,1,464.59,464.59
3996,3409,46,9,2025-05-05,3,136.1,408.29999999999995
3997,17546,2,9,2025-01-28,1,240.91,240.91
3998,17644,143,8,2024-09-10,4,375.89,1503.56
3999,13960,29,6,2025-04-08,3,331.64,994.92
4000,4091,99,9,2024-05-30,3,24.59,73.77
4001,11034,62,3,2025-03-05,3,235.73,707.1899999999999
4002,15363,13,9,2024-06-28,3,495.84,1487.52
4003,13784,65,8,2024-09-30,3,401.97,1205.91
4004,11395,45,1,2025-04-10,3,464.64,1393.92
4005,2982,47,9,2024-12-17,3,142.22,426.65999999999997
4006,8066,16,8,2025-01-29,1,126.28,126.28
4007,3555,126,8,2024-12-21,4,35.57,142.28
4008,12580,107,6,2024-06-19,1,339.35,339.35
4009,18774,3,9,2024-05-28,3,23.12,69.36
4010,8159,104,8,2025-01-16,3,164.2,492.59999999999997
4011,1015,198,2,2025-01-16,3,90.38,271.14
4012,13528,95,6,2025-04-17,1,233.38,233.38
4013,12873,133,8,2025-03-30,4,82.5,330.0
4014,14202,154,6,2025-03-04,4,253.65,1014.6
4015,10219,92,9,2024-08-17,1,208.28,208.28
4016,3714,15,5,2024-08-19,2,344.56,689.12
4017,17877,183,8,2024-05-23,2,486.3,972.6
4018,7586,150,10,2025-01-28,4,424.1,1696.4
4019,4123,37,2,2024-09-06,2,300.4,600.8
4020,9893,157,5,2024-07-01,1,499.17,499.17
4021,16839,154,1,2024-08-13,4,253.65,1014.6
4022,17302,70,5,2024-10-10,4,35.81,143.24
4023,4375,139,7,2024-07-29,1,445.41,445.41
4024,490,100,1,2025-04-10,1,467.43,467.43
4025,985,148,10,2025-01-05,1,246.65,246.65
4026,17345,84,3,2024-10-26,3,102.57,307.71
4027,1783,91,6,2024-08-09,2,282.5,565.0
4028,14960,198,1,2025-01-09,2,90.38,180.76
4029,14543,33,3,2025-01-30,4,465.69,1862.76
4030,5984,121,8,2024-06-20,2,440.8,881.6
4031,1870,30,9,2025-03-05,4,90.47,361.88
4032,11497,178,7,2025-03-27,4,230.25,921.0
4033,19029,34,4,2025-03-04,3,280.36,841.08
4034,6839,133,7,2025-04-14,4,82.5,330.0
4035,13551,140,7,2025-01-05,3,169.77,509.31000000000006
4036,5703,76,7,2025-04-02,2,431.09,862.18
4037,13028,75,8,2025-03-17,3,280.94,842.8199999999999
4038,11861,52,4,2024-08-23,1,283.56,283.56
4039,6033,51,4,2024-08-29,3,430.13,1290.3899999999999
4040,1826,149,9,2024-09-13,4,156.12,624.48
4041,11555,199,8,2025-01-12,2,22.72,45.44
4042,19495,58,4,2025-04-30,4,458.47,1833.88
4043,15334,98,6,2024-09-19,2,81.16,162.32
4044,12471,125,9,2024-07-03,4,129.29,517.16
4045,3771,192,6,2024-07-13,3,240.91,722.73
4046,30,93,5,2024-09-04,4,220.23,880.92
4047,8959,134,7,2024-12-06,1,195.3,195.3
4048,15503,177,2,2025-05-14,1,344.08,344.08
4049,8807,200,8,2024-10-10,2,54.09,108.18
4050,9197,37,7,2024-11-27,2,300.4,600.8
4051,2122,138,6,2025-04-07,3,283.1,849.3000000000001
4052,3010,194,3,2024-05-18,4,227.46,909.84
4053,7740,56,9,2024-12-17,1,278.39,278.39
4054,4060,83,2,2025-04-15,3,205.82,617.46
4055,11286,71,4,2024-07-19,2,445.68,891.36
4056,2911,66,2,2024-12-10,3,418.79,1256.3700000000001
4057,14675,45,6,2024-08-11,2,464.64,929.28
4058,18355,87,7,2024-10-27,2,262.24,524.48
4059,12162,95,9,2024-11-27,3,233.38,700.14
4060,11117,196,6,2024-09-17,4,449.05,1796.2
4061,13052,192,6,2024-12-28,3,240.91,722.73
4062,17627,144,5,2024-07-30,2,63.83,127.66
4063,17097,10,10,2024-12-09,1,312.19,312.19
4064,13055,149,10,2024-11-14,4,156.12,624.48
4065,14071,140,4,2024-09-02,4,169.77,679.08
4066,9486,13,10,2024-09-15,1,495.84,495.84
4067,19251,81,4,2024-12-05,4,116.06,464.24
4068,14414,117,4,2024-09-25,2,126.19,252.38
4069,11856,138,5,2024-12-25,3,283.1,849.3000000000001
4070,6154,122,1,2025-05-06,2,233.88,467.76
4071,5588,141,2,2024-10-01,4,75.44,301.76
4072,8828,162,3,2024-12-06,1,334.11,334.11
4073,6862,59,7,2024-10-05,4,208.09,832.36
4074,10805,128,1,2024-10-11,2,101.48,202.96
4075,13980,49,3,2024-10-18,4,129.25,517.0
4076,1298,6,7,2025-03-25,4,220.2,880.8
4077,14746,12,6,2024-05-30,2,392.66,785.32
4078,358,29,2,2024-08-05,4,331.64,1326.56
4079,16301,77,4,2024-08-31,2,59.77,119.54
4080,14434,124,1,2024-11-24,1,281.95,281.95
4081,16625,26,5,2024-12-30,4,191.69,766.76
4082,10797,68,2,2024-09-15,1,239.82,239.82
4083,18211,16,8,2025-01-20,3,126.28,378.84000000000003
4084,8116,53,10,2024-06-26,4,432.07,1728.28
4085,19943,147,6,2024-06-14,3,26.44,79.32000000000001
4086,3861,175,1,2024-06-23,1,324.97,324.97
4087,12444,160,2,2025-03-11,1,80.35,80.35
4088,4448,70,4,2025-04-28,2,35.81,71.62
4089,16522,198,3,2024-12-23,3,90.38,271.14
4090,1968,189,9,2025-02-25,3,132.34,397.02
4091,6580,5,1,2025-03-14,2,346.11,692.22
4092,4850,187,7,2024-06-01,3,44.56,133.68
4093,7168,130,9,2025-03-21,1,241.51,241.51
4094,7467,130,9,2024-07-20,1,241.51,241.51
4095,12350,3,6,2024-10-06,1,23.12,23.12
4096,2020,198,7,2024-12-09,1,90.38,90.38
4097,6175,95,8,2024-10-11,4,233.38,933.52
4098,15690,43,3,2025-01-31,2,279.34,558.68
4099,7093,133,5,2025-03-30,4,82.5,330.0
4100,19234,178,4,2025-03-31,4,230.25,921.0
4101,17577,10,9,2025-04-07,3,312.19,936.5699999999999
4102,10506,155,9,2024-08-28,2,29.82,59.64
4103,2356,24,4,2025-03-25,4,464.59,1858.36
4104,18891,22,2,2024-12-14,4,359.0,1436.0
4105,334,89,1,2024-09-04,2,184.64,369.28
4106,2563,3,3,2025-03-19,1,23.12,23.12
4107,14777,144,2,2025-03-29,2,63.83,127.66
4108,1796,158,5,2024-07-03,2,98.93,197.86
4109,15271,112,6,2024-11-14,2,154.73,309.46
4110,254,171,9,2024-12-14,1,283.16,283.16
4111,3658,4,4,2025-03-28,2,55.05,110.1
4112,9616,107,4,2024-10-05,1,339.35,339.35
4113,3238,40,4,2024-09-16,4,376.31,1505.24
4114,3332,16,1,2024-09-29,4,126.28,505.12
4115,1028,105,3,2025-02-13,1,246.13,246.13
4116,14200,72,4,2025-01-13,3,117.4,352.20000000000005
4117,18551,88,1,2025-03-04,2,41.3,82.6
4118,13284,16,5,2024-05-20,4,126.28,505.12
4119,12187,118,10,2024-07-20,4,125.16,500.64
4120,16854,91,9,2024-06-23,1,282.5,282.5
4121,13782,194,1,2025-01-02,3,227.46,682.38
4122,15121,183,7,2024-11-25,3,486.3,1458.9
4123,5984,20,2,2025-02-25,3,140.11,420.33000000000004
4124,1094,179,10,2024-08-13,1,128.42,128.42
4125,4790,84,9,2024-08-24,1,102.57,102.57
4126,2913,83,4,2024-12-19,2,205.82,411.64
4127,15112,185,3,2024-06-17,4,203.13,812.52
4128,14333,126,7,2025-02-18,4,35.57,142.28
4129,16565,51,6,2025-01-04,1,430.13,430.13
4130,12260,18,10,2025-01-31,4,429.49,1717.96
4131,9413,81,8,2024-07-25,2,116.06,232.12
4132,16007,187,9,2025-02-27,1,44.56,44.56
4133,9756,97,7,2025-04-30,4,426.72,1706.88
4134,4685,117,6,2024-12-12,3,126.19,378.57
4135,7855,124,8,2024-06-20,1,281.95,281.95
4136,6418,28,9,2024-11-21,4,120.73,482.92
4137,17947,197,8,2024-10-18,4,432.17,1728.68
4138,13128,156,6,2025-03-31,2,447.47,894.94
4139,17798,89,8,2025-05-08,2,184.64,369.28
4140,10699,141,9,2024-07-19,3,75.44,226.32
4141,17402,6,6,2024-07-20,3,220.2,660.5999999999999
4142,15429,157,6,2024-06-29,3,499.17,1497.51
4143,3655,106,2,2025-02-05,2,484.64,969.28
4144,14998,119,9,2024-07-03,4,216.78,867.12
4145,13743,137,8,2024-11-25,1,217.28,217.28
4146,8950,29,5,2025-03-10,1,331.64,331.64
4147,11972,166,10,2024-12-08,2,310.3,620.6
4148,15392,65,3,2025-01-19,2,401.97,803.94
4149,19969,56,9,2025-03-08,2,278.39,556.78
4150,16566,30,10,2024-08-05,2,90.47,180.94
4151,6830,114,7,2024-12-27,1,472.65,472.65
4152,10488,96,9,2024-05-31,3,477.09,1431.27
4153,2668,121,7,2024-10-15,1,440.8,440.8
4154,9992,187,8,2025-01-16,2,44.56,89.12
4155,16288,58,10,2024-12-23,3,458.47,1375.41
4156,6174,138,5,2025-05-13,1,283.1,283.1
4157,9692,149,10,2025-01-06,2,156.12,312.24
4158,15209,184,10,2025-03-03,2,187.12,374.24
4159,13236,26,6,2025-01-23,4,191.69,766.76
4160,13664,15,8,2024-10-08,4,344.56,1378.24
4161,9177,163,7,2025-05-02,2,425.48,850.96
4162,18749,89,1,2024-09-08,1,184.64,184.64
4163,15073,15,10,2024-08-03,4,344.56,1378.24
4164,5517,97,4,2024-12-28,1,426.72,426.72
4165,19690,75,8,2024-08-26,1,280.94,280.94
4166,18600,88,9,2024-11-12,4,41.3,165.2
4167,16510,6,6,2024-11-21,2,220.2,440.4
4168,2621,156,4,2025-04-30,4,447.47,1789.88
4169,17836,63,2,2024-09-20,1,133.36,133.36
4170,9201,29,9,2025-03-06,3,331.64,994.92
4171,11897,48,1,2024-05-19,4,211.56,846.24
4172,19515,191,5,2025-03-03,3,347.01,1041.03
4173,697,186,8,2025-01-06,2,108.88,217.76
4174,2271,149,4,2025-02-05,4,156.12,624.48
4175,9227,22,1,2024-09-14,3,359.0,1077.0
4176,16061,27,4,2024-07-21,2,357.39,714.78
4177,9728,85,5,2024-07-21,1,381.9,381.9
4178,9006,79,5,2025-03-10,2,273.74,547.48
4179,15085,185,1,2024-09-17,2,203.13,406.26
4180,19796,138,2,2024-11-07,1,283.1,283.1
4181,14817,22,6,2025-02-15,2,359.0,718.0
4182,6718,172,10,2024-06-02,4,325.53,1302.12
4183,18429,84,5,2024-10-31,2,102.57,205.14
4184,1117,83,9,2024-07-23,3,205.82,617.46
4185,17541,156,7,2025-03-24,2,447.47,894.94
4186,15180,50,5,2025-04-02,3,73.3,219.89999999999998
4187,989,179,9,2025-04-06,2,128.42,256.84
4188,10659,129,1,2024-06-13,4,107.22,428.88
4189,5588,162,3,2024-10-09,1,334.11,334.11
4190,18213,163,2,2024-07-29,1,425.48,425.48
4191,15804,61,7,2024-10-17,3,158.35,475.04999999999995
4192,16272,30,9,2024-11-09,2,90.47,180.94
4193,10270,76,2,2025-04-29,2,431.09,862.18
4194,6089,196,6,2024-08-14,4,449.05,1796.2
4195,2346,168,2,2025-03-06,2,261.24,522.48
4196,9277,193,3,2024-06-04,3,439.41,1318.23
4197,10544,37,1,2025-05-04,3,300.4,901.1999999999999
4198,3006,192,6,2024-06-11,4,240.91,963.64
4199,4436,129,2,2024-11-14,3,107.22,321.65999999999997
4200,16221,143,3,2025-03-29,3,375.89,1127.67
4201,10688,13,6,2025-04-08,4,495.84,1983.36
4202,14148,157,6,2024-12-29,3,499.17,1497.51
4203,13614,183,4,2024-06-22,3,486.3,1458.9
4204,15217,45,1,2024-06-26,1,464.64,464.64
4205,6629,4,7,2025-02-24,4,55.05,220.2
4206,77,192,2,2025-01-03,1,240.91,240.91
4207,5753,15,6,2024-07-28,2,344.56,689.12
4208,18947,104,7,2024-05-18,4,164.2,656.8
4209,17957,176,2,2024-11-23,2,264.67,529.34
4210,14995,184,6,2024-11-20,3,187.12,561.36
4211,5971,91,1,2025-01-12,1,282.5,282.5
4212,7953,198,6,2024-09-08,3,90.38,271.14
4213,11863,143,8,2024-08-03,1,375.89,375.89
4214,3112,39,8,2024-10-14,1,473.41,473.41
4215,2738,197,7,2025-01-13,1,432.17,432.17
4216,9545,79,4,2024-11-14,1,273.74,273.74
4217,4650,60,4,2025-04-01,3,202.9,608.7
4218,3869,94,5,2025-03-12,3,121.12,363.36
4219,19522,172,8,2024-10-05,3,325.53,976.5899999999999
4220,7825,43,4,2025-04-04,1,279.34,279.34
4221,7800,132,9,2025-04-22,2,19.03,38.06
4222,19871,77,3,2025-01-03,3,59.77,179.31
4223,12380,178,9,2025-02-18,3,230.25,690.75
4224,17387,39,2,2024-06-26,4,473.41,1893.64
4225,8615,54,6,2025-05-08,2,417.26,834.52
4226,11102,151,5,2024-06-02,3,305.06,915.1800000000001
4227,7907,188,5,2024-06-04,3,388.67,1166.01
4228,5360,163,6,2024-12-07,4,425.48,1701.92
4229,9616,54,10,2024-11-04,1,417.26,417.26
4230,18018,186,7,2024-11-11,2,108.88,217.76
4231,1754,62,4,2025-05-07,2,235.73,471.46
4232,13482,176,4,2025-02-16,4,264.67,1058.68
4233,14131,135,9,2024-11-20,2,345.03,690.06
4234,11115,173,4,2025-02-19,3,310.3,930.9000000000001
4235,10496,13,8,2024-06-19,2,495.84,991.68
4236,147,181,10,2024-12-24,4,284.38,1137.52
4237,7508,115,1,2024-10-19,1,93.16,93.16
4238,16701,39,4,2025-02-06,4,473.41,1893.64
4239,15978,84,2,2025-01-15,2,102.57,205.14
4240,8798,146,10,2024-09-13,4,18.71,74.84
4241,8767,150,5,2025-03-26,4,424.1,1696.4
4242,1178,164,2,2024-10-30,2,378.39,756.78
4243,11519,105,7,2024-07-12,1,246.13,246.13
4244,3423,181,10,2024-12-07,3,284.38,853.14
4245,2595,112,7,2024-09-24,4,154.73,618.92
4246,11075,72,9,2024-08-18,1,117.4,117.4
4247,17149,3,4,2025-01-28,1,23.12,23.12
4248,11393,190,5,2024-11-24,4,308.36,1233.44
4249,436,157,3,2024-06-05,2,499.17,998.34
4250,3352,73,7,2025-04-25,2,342.48,684.96
4251,11170,8,5,2025-03-28,4,350.39,1401.56
4252,19315,76,9,2024-11-29,2,431.09,862.18
4253,16519,174,7,2024-06-13,2,362.41,724.82
4254,8996,92,4,2024-11-18,1,208.28,208.28
4255,2367,184,7,2024-12-08,3,187.12,561.36
4256,12368,106,1,2024-08-24,3,484.64,1453.92
4257,11455,49,2,2025-03-18,2,129.25,258.5
4258,9669,43,3,2024-10-25,2,279.34,558.68
4259,3416,138,5,2024-07-16,4,283.1,1132.4
4260,10233,141,5,2025-01-05,2,75.44,150.88
4261,17391,185,7,2024-05-31,4,203.13,812.52
4262,4692,2,9,2024-12-03,3,240.91,722.73
4263,7670,65,10,2024-12-03,1,401.97,401.97
4264,18281,86,9,2025-03-15,4,54.54,218.16
4265,19450,97,6,2024-12-01,1,426.72,426.72
4266,2749,170,7,2024-06-16,3,326.1,978.3000000000001
4267,2662,186,8,2024-07-03,1,108.88,108.88
4268,19363,10,4,2024-12-21,3,312.19,936.5699999999999
4269,15174,63,7,2025-04-08,1,133.36,133.36
4270,11600,103,6,2024-09-25,1,392.55,392.55
4271,6108,199,8,2024-06-16,2,22.72,45.44
4272,12699,61,1,2025-02-01,3,158.35,475.04999999999995
4273,13310,1,5,2024-08-15,4,173.58,694.32
4274,2662,154,3,2024-07-14,3,253.65,760.95
4275,15134,5,9,2025-04-24,2,346.11,692.22
4276,8211,35,9,2024-06-11,4,400.21,1600.84
4277,3359,125,3,2024-10-24,2,129.29,258.58
4278,276,141,10,2024-12-09,3,75.44,226.32
4279,4079,27,2,2025-04-14,3,357.39,1072.17
4280,11138,140,5,2025-02-11,2,169.77,339.54
4281,4699,94,4,2024-12-11,4,121.12,484.48
4282,365,50,7,2024-12-21,3,73.3,219.89999999999998
